Cod_Capitulo,Capitulo,Cod_SubCapitulo,SubCapitulo,Cod_Unidad_Ejecutora,Unidad_Ejecutora
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,17,SERVICIO MILITAR VOLUNTARIO
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,19,SERVICIOS DE SUPERVISION DE VIGILANCIA PRIVADA
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,20,CUERPO ESPECIALIZADO DE SEGURIDAD DEL METRO
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,26,Cuerpo Especializado de Seguridad Aeroportuaria y de Aviación Civil (CESAC)
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,27,DIRECCION GENERAL DEL PLAN SOCIAL DEL MINISTERIO DE DEFENSA
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,28,INSTITUTO ESPECIALIZADO DE ESTUDIOS SUPERIORES DE LAS FF.AA
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,30,SERVICIO NACIONAL DE PROTECCION AMBIENTAL
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,31,DIRECCIÓN GENERAL DE LA INDUSTRIA MILITAR DE LAS FUERZAS ARMADAS
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,32,CUERPO DE SEGURIDAD PRESIDENCIAL (CUSEP)
203,SEC. DE ESTADO DE LAS FF AA,2,EJERCITO NACIONAL,1,EJERCITO NACIONAL
203,SEC. DE ESTADO DE LAS FF AA,2,EJERCITO NACIONAL,2,FORMACION MILITAR (BATALLA DE LAS CARRERAS)
203,SEC. DE ESTADO DE LAS FF AA,2,EJERCITO NACIONAL,3,DIRECCIÓN GENERAL DE LA ESCUELA DE GRADUADOS DE ESTUDIOS SUPERIORES DEL ERD
203,SEC. DE ESTADO DE LAS FF AA,2,EJERCITO NACIONAL,4,PRIMER REGIMIENTO DE LA GUARDIA PRESIDENCIAL
203,SEC. DE ESTADO DE LAS FF AA,3,MARINA DE GUERRA,1,MARINA DE GUERRA
203,SEC. DE ESTADO DE LAS FF AA,3,MARINA DE GUERRA,2,DIRECCION GENERAL DE DRAGA
203,SEC. DE ESTADO DE LAS FF AA,3,MARINA DE GUERRA,3,SERVICIOS DE PESCA
203,SEC. DE ESTADO DE LAS FF AA,4,FUERZA AEREA DOMINICANA,1,FUERZA AEREA DOMINICANA
203,SEC. DE ESTADO DE LAS FF AA,4,FUERZA AEREA DOMINICANA,2,HOSPITAL RAMON DE LARA
203,SEC. DE ESTADO DE LAS FF AA,4,FUERZA AEREA DOMINICANA,3,FORMACION Y CAPACITACION TECNICO PROFESIONAL (IMESA)
204,SEC. DE ESTADO DE REL. EXT.,1,SEC. DE ESTADO DE RELACIONES EXTERIORES,1,SECRETARIA DE ESTADO DE RELACIONES EXTERIORES
204,SEC. DE ESTADO DE REL. EXT.,1,SEC. DE ESTADO DE RELACIONES EXTERIORES,2,DIRECCION GENERAL DE PASAPORTES
204,SEC. DE ESTADO DE REL. EXT.,1,SEC. DE ESTADO DE RELACIONES EXTERIORES,3,INSTITUTO DE EDUCACION SUPERIOR
204,SEC. DE ESTADO DE REL. EXT.,1,SEC. DE ESTADO DE RELACIONES EXTERIORES,4,CONSEJO NACIONAL DE FRONTERAS
204,SEC. DE ESTADO DE REL. EXT.,1,SEC. DE ESTADO DE RELACIONES EXTERIORES,5,COMISION NACIONAL DE NEGOCIACIONES  COMERCIALES (CNNC)
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,1,SECRETARIA DE ESTADO DE HACIENDA
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,2,DIRECCION NACIONAL DE CATASTRO
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,3,ADMINISTRACION GENERAL DE BIENES NACIONALES
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,4,DIRECCION GENERAL DE CONTRATACIONES PUBLICAS
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,5,DIRECCION GENERAL DE POLITICAS Y LEG. TRIB. ( EXONERACIONES)
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,6,CENTRO DE CAPACITACIÓN EN POLIT. Y GESTION FISCAL
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,8,TESORERIA NACIONAL
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,9,DIRECCIÓN GENERAL DE CONTABILIDAD GUBERNAMENTAL
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,10,DIRECCION GENERAL  DE PRESUPUESTO
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,11,DIRECCION GENERAL DE CREDITO PUBLICO
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,12,DIRECCION GENERAL DE PENSIONES Y JUBILACIONES
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,1,SECRETARIA DE ESTADO DE EDUCACION
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,2,OFICINA COORDINADORA DE PROYECTO INTERNACIONAL							 OFI
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,4,INSTITUTO NACIONAL DE EDUCACIÓN FISICA
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,5,INSTITUTO NACIONAL DE BIENESTAR MAGISTERIAL
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,6,INSTITUTO DOM. DE EVALUACIÓN E INVESTIGACIÓN DE LA CALIDAD EDUCATIVA
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,7,INSTITUTO NACIONAL DE FORMACION Y CAPACITACION MAGISTERIAL
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,8,INTITUTO SUPERIOR DE FORMACION DOCENTE  SALOME UREÑA
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,10,Instituto Nacional de Bienestar Estudiantil (INABIE)
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,11,CENTRO DE ATENCIÓN INTEGRAL PARA LA DISCAPACIDAD (CAID)
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,1,SEC. DE ESTADO DE SALUD PÚBLICA
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,7,CONSEJO PRESIDENCIAL DEL SIDA (COPRESIDA)
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,17,PROGRAMA DE MEDICAMENTOS ESENCIALES
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,31,CENTRO DE ATENCION INTEGRAL PARA LA DISCAPACIDAD (CAID)
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,32,"DIRECCIÓN GENERAL DE MEDICAMENTOS, ALIMENTOS Y PRODUCTOS SANITARIOS (DIGEMAPS)"
208,"SEC. DE E. DE DEP., EDUC. FÍS. Y REC.",1,"SEC. DE ESTADO DE DEPORTES, EDUCACION FISICA Y RECREACION",1,"SECRETARIA DE ESTADO DE DEPORTES, EDUCACION FISICA Y RECREACION"
208,"SEC. DE E. DE DEP., EDUC. FÍS. Y REC.",1,"SEC. DE ESTADO DE DEPORTES, EDUCACION FISICA Y RECREACION",2,COMISIÓN HÍPICA NACIONAL
208,"SEC. DE E. DE DEP., EDUC. FÍS. Y REC.",1,"SEC. DE ESTADO DE DEPORTES, EDUCACION FISICA Y RECREACION",3,DIRECCION DEL COMISIONADO NACIONAL DE BEISBOL
209,SEC. DE ESTADO DE TRABAJO,1,SEC. DE ESTADO DE TRABAJO,1,SECRETARIA DE ESTADO DE TRABAJO
210,SEC. DE ESTADO DE AGRICULTURA,1,SEC. DE ESTADO DE AGRICULTURA,1,SECRETARIA DE ESTADO DE AGRICULTURA
210,SEC. DE ESTADO DE AGRICULTURA,1,SEC. DE ESTADO DE AGRICULTURA,2,DIRECCION GENERAL DE GANADERIA
210,SEC. DE ESTADO DE AGRICULTURA,1,SEC. DE ESTADO DE AGRICULTURA,3,OFICINA DE TRATADOS COMERCIALES AGRICOLAS
210,SEC. DE ESTADO DE AGRICULTURA,1,SEC. DE ESTADO DE AGRICULTURA,5,DIRECCION EJECUTIVA DE LA COMISION DE FOMENTO A LA TECNIFICACION DEL SISTEMA NACIONAL DE RIEGO
210,SEC. DE ESTADO DE AGRICULTURA,1,SEC. DE ESTADO DE AGRICULTURA,6,CONSEJO NACIONAL DE PRODUCCIÓN PECUARIA (CONAPROPE)
210,SEC. DE ESTADO DE AGRICULTURA,1,SEC. DE ESTADO DE AGRICULTURA,7,CONSEJO NACIONAL PARA LA REGLAMENTACIÓN Y FOMENTO DE LA INDUSTRIA LECHERA
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,2,DIR. GRAL. EMBELLECIMIENTO AVE. Y CARRET. Y CRUZADA CIVICA
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,3,OFICINA PARA EL REORDENAMIENTO DEL TRANSPORTE
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,6,OFICINA NAC. DE EVALUACIÓN SÍSMICA Y VULNERABILIDAD DE INFRAESTRUCTURA
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,9,SERVICIO METEOROLÓGICO NACIONAL
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,10,COMISION PRESIDENCIAL PARA LA MODERNIZACION Y SEGURIDAD PORTUARIAS
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,11,JUNTA DE AVIACIÓN CIVIL
212,SEC. DE ESTADO DE IND. Y COM.,1,SEC. DE ESTADO DE INDUSTRIA Y COMERCIO ,1,SECRETARIA DE ESTADO DE INDUSTRIA Y COMERCIO
212,SEC. DE ESTADO DE IND. Y COM.,1,SEC. DE ESTADO DE INDUSTRIA Y COMERCIO ,7,INDUSTRIA NACIONAL DE LA AGUJA
212,SEC. DE ESTADO DE IND. Y COM.,1,SEC. DE ESTADO DE INDUSTRIA Y COMERCIO ,8,OFICINA NACIONAL DE DERECHO DE AUTOR
212,SEC. DE ESTADO DE IND. Y COM.,1,SEC. DE ESTADO DE INDUSTRIA Y COMERCIO ,9,DIRECCION DE FOMENTO Y DESARROLLO DE LA ARTESANIA NACIONAL (FODEARTE)
212,SEC. DE ESTADO DE IND. Y COM.,1,SEC. DE ESTADO DE INDUSTRIA Y COMERCIO ,10,CONSEJO DE COORDINACIÓN DE LA ZONA ESPECIAL DE DESARROLLO FRONTERIZO (CCDF)
213,SEC. DE ESTADO DE TURISMO,1,SEC. DE ESTADO DE TURISMO,1,SECRETARIA DE ESTADO DE TURISMO
213,SEC. DE ESTADO DE TURISMO,1,SEC. DE ESTADO DE TURISMO,2,COMITE EJECUTOR DE INFRAESTRUCTURA DE ZONAS TURISTICAS (CEIZTUR)
214,PROCURADURÍA GENERAL DE LA REPUBLICA,1,PROCURADURIA GENERAL DE LA REPUBLICA,1,PROCURADURIA GENERAL DE LA REPUBLICA DOMINICANA
215,SEC. DE ESTADO DE LA MUJER,1,SEC. DE ESTADO DE MUJER,1,SEC. DE ESTADO DE MUJER
216,SEC. DE ESTADO DE CULTURA,1,SEC. DE ESTADO DE CULTURA,1,SECRETARIA DE ESTADO DE CULTURA
216,SEC. DE ESTADO DE CULTURA,1,SEC. DE ESTADO DE CULTURA,2,ORQUESTA SINFÓNICA NACIONAL
216,SEC. DE ESTADO DE CULTURA,1,SEC. DE ESTADO DE CULTURA,3,BIBLIOTECA NACIONAL PEDRO HENRÍQUEZ UREÑA
216,SEC. DE ESTADO DE CULTURA,1,SEC. DE ESTADO DE CULTURA,5,DIRECCIÓN GENERAL DE BELLAS ARTES
216,SEC. DE ESTADO DE CULTURA,1,SEC. DE ESTADO DE CULTURA,6,DIRECCIÓN GENERAL DE MUSEOS
217,SEC. DE ESTADO DE LA JUVENTUD,1,SEC. DE ESTADO DE LA JUVENTUD,1,SECRETARIA DE ESTADO DE LA JUVENTUD
218,SEC. DE ESTADO  DE MEDIO AMBIENTE. Y REC. NAT.,1,SEC. DE ESTADO DE MEDIO AMBIENTE,1,SEC. DE ESTADO  DE MEDIO AMBIENTE. Y REC. NAT.
218,SEC. DE ESTADO  DE MEDIO AMBIENTE. Y REC. NAT.,1,SEC. DE ESTADO DE MEDIO AMBIENTE,7,UNIDAD TÉCNICA EJECUTORA DE PROYECTOS DE DESARROLLO AGROFORESTAL
219,"SEC. DE ESTADO  DE EDUCACION SUP.,  C. Y  TEC.",1,SEC. DE ESTADO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA,1,"SECRETARIA DE ESTADO DE EDUCACION SUPERIOR, CIENCIA Y TECNOLOGIA"
219,"SEC. DE ESTADO  DE EDUCACION SUP.,  C. Y  TEC.",1,SEC. DE ESTADO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA,2,INSTITUTO TECNOLÓGICO DE LAS AMÉRICAS
219,"SEC. DE ESTADO  DE EDUCACION SUP.,  C. Y  TEC.",1,SEC. DE ESTADO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA,3,INSTITUTO TECNOLÓGICO SUPERIOR COMUNITARIO
219,"SEC. DE ESTADO  DE EDUCACION SUP.,  C. Y  TEC.",1,SEC. DE ESTADO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA,4,COMISION INTERNACIONAL ASESORA CIENCIA Y TECNOLOGIA
220,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO"
220,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",5,DIRECCION GENERAL DE COOPERACION MULTILATERAL
220,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",9,"CAPACITACION, ANALISIS Y ESTUDIOS ESTADISTICOS"
220,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",17,GOBERNACION DEL EDIFICIO DE OFICINAS GUBERNAMENTALES
220,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",18,SISTEMA ÚNICO DE BENEFICIARIOS
221,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA (SEAP),1,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA,1,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA (SEAP)
221,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA (SEAP),1,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA,2,INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA
221,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA (SEAP),1,SECRETARIA DE ESTADO DE ADMINISTRACION PUBLICA,3,OFICINA GUBERNAMENTAL DE TECNOLOGIA DE LA INFORMACION Y LA COMUNICACION (OGTIC)
301,PODER JUDICIAL,1,PODER JUDICIAL,1,SUPREMA CORTE DE JUSTICIA
405,TRIBUNAL SUPERIOR  ELECTORAL ( TSE),1,TRIBUNAL SUPERIOR  ELECTORAL ( TSE),1,TRIBUNAL SUPERIOR  ELECTORAL ( TSE)
998,ADMINISTRACION DE  DEUDA PUBLICA Y ACTIVOS FINANCIEROS,1,DEUDA PUBLICA Y OTRAS OPERACIONES FINANCIERAS,1,SECRETARIA DE ESTADO DE HACIENDA (DEUDA PUBLICA)
999,ADMINISTACION DE OBLIGACIONES DEL TESORO NACIONAL,1,ADM. DE OBLIGACIONES DEL TESORO,1,MINISTERIO DE HACIENDA (OBLIGACIONES DEL TESORO)
5104,COMISIÓN ADMINISTRATIVA AEROPORTUARIA,1,COMISION ADMINISTRATIVA AEROPORTUARIA,1,COMISION ADMINISTRATIVA AEROPORTUARIA
5136,CONSEJO DOMINICANO DEL CAFÉ,1,CONSEJO DOMINICANO DEL CAFÉ,1,CONSEJO DOMINICANO DEL CAFÉ
5140,INSTITUTO NACIONAL DEL TABACO,1,INSTITUTO NACIONAL DEL TABACO,1,INSTITUTO NACIONAL DEL TABACO
5150,CONSEJO NACIONAL DE ZONAS FRANCAS,1,Consejo Nacional de Zonas Francas,1,Consejo Nacional de Zonas Francas
5155,INSTITUTO DE FORMACION TECNICO PROFESIONAL  (INFOTEP ),1,INSTITUTO NACIONAL DE FORMACION TECNICO PROFESIONAL - INFOTEP,1,INSTITUTO NACIONAL DE FORMACION TECNICO PROFESIONAL - INFOTEP
5168,ARCHIVO GENERAL DE LA NACION,1,ARCHIVO GENERAL DE LA NACION,1,ARCHIVO GENERAL DE LA NACION
5169,DIRECCION GENERAL DE CINE (DGCINE),1,DIRECCION GENERAL DE CINE (DGCINE),1,DIRECCION GENERAL DE CINE (DGCINE)
5174,Mercados Dominicanos de Abasto Agropecuario,1,Mercados Dominicanos de Abasto Agropecuario,1,Mercados Dominicanos de Abasto Agropecuario
5190,INSTITUTO NACIONAL DE COORDINACIÓN DE TRANSPLANTE (INCORT),1,INSTITUTO NACIONAL DE COORDINACIÓN DE TRANSPLANTE (INCORT),1,INSTITUTO NACIONAL DE COORDINACIÓN DE TRANSPLANTE (INCORT)
5202,INSTITUTO DE AUXILIOS Y VIVIENDAS,1,INSTITUTO DE AUXILIOS Y VIVIENDAS,1,INSTITUTO DE AUXILIOS Y VIVIENDAS
205,SECRETARIA  DE ESTADO DE HACIENDA,1,SEC. DE ESTADO DE HACIENDA,7,PROGRAMA DE ADMINISTRACION FINANCIERA INTEGRADA
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,4,OFICINA METROPOLITANA DE SERVICIOS DE AUTOBUSES
5108,CRUZ ROJA DOMINICANA,1,CRUZ ROJA DOMINICANA,1,CRUZ ROJA DOMINICANA
5114,INSTITUTO PARA EL DESARROLLO DEL NOROESTE,1,INSTITUTO PARA EL DESARROLLO DEL NOROESTE -INDENOR-,1,INSTITUTO PARA EL DESARROLLO DEL NOROESTE -INDENOR-
201,PRESIDENCIA DE LA REPÚBLICA,2,GABINETE DE LA POLITICA SOCIAL,2,COMUNIDAD DIGNA
201,PRESIDENCIA DE LA REPÚBLICA,2,GABINETE DE LA POLITICA SOCIAL,9,SISTEMA UNICO DE BENEFICIARIO (SIUBEN)
206,SEC. DE ESTADO DE EDUCACIÓN,1,SEC. DE ESTADO DE EDUCACION ,9,INSTITUTO NACIONAL DE ATENCIÓN INTEGRAL A PRIMERA INFANCIA (INAIPI)
5167,OFICINA NACIONAL DE DEFENSA PUBLICA,1,OFICINA NACIONAL DE DEFENSA PUBLICA,1,OFICINA NACIONAL DE DEFENSA PUBLICA
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,7,GABINETE DE LA POLITICA MEDIO-AMBIENTAL
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,11,DIRECCION GENERAL DE COMUNICACION (DICOM)
201,PRESIDENCIA DE LA REPÚBLICA,2,GABINETE DE LA POLITICA SOCIAL,11,FONDO DE PROMOCION DE INICIATIVAS COMUNITARIAS
201,PRESIDENCIA DE LA REPÚBLICA,5,OFICINA SUPERVISORA DE OBRAS DEL ESTADO ,1,OFICINA SUPERVISORA DE OBRAS DEL ESTADO
201,PRESIDENCIA DE LA REPÚBLICA,6,MINISTERIO DE LA PRESIDENCIA,2,DIRECCION GENERAL  DE COMUNICACION
201,PRESIDENCIA DE LA REPÚBLICA,6,MINISTERIO DE LA PRESIDENCIA,3,DIRECCION DE LA INFORMACION ANALISIS Y PROGRAMACION ESTRATEGICA
201,PRESIDENCIA DE LA REPÚBLICA,6,MINISTERIO DE LA PRESIDENCIA,7,OFICINA PRESIDENCIAL DE TECNOLOGIA DE LA INFORMACION Y COMUNICACION
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,2,SUBSECRETARIA DE PLANIFICACION Y DESARROLLO
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,3,VICEMINISTERIO DE LA GARANTIA DE LA CALIDAD DE LA ATENCION
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,4,OFICINA DE SALUD COLECTIVA
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,29,COMISION PRESIDENCIAL DE POLITICA FARMACEUTICA NACIONAL
207,SEC. DE ESTADO DE SALUD PÚBLICA,1,SEC. DE ESTADO DE SALUD PUBLICA,30,PROGRAMA AMPLIADO DE INMUNIZACIÓN (PAI)
222,MINISTERIO DE ENERGIA Y MINAS,1,MINISTERIO DE ENERGIA Y MINAS,4,REMEDIACION AMBIENTAL MINA PUEBLO VIEJO
5164,CONSEJO NAC. PARA LAS COMUNIDADES DOMINICANAS EN EL EXTERIOR (CONDEX),1,CONSEJO NAC. PARA LAS COMUNIDADES DOMINICANAS EN EL EXTERIOR (CONDEX),1,CONSEJO NAC. PARA LAS COMUNIDADES DOMINICANAS EN EL EXTERIOR (CONDEX)
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,27,DESARROLLO TERRITORIAL Y DE COMUNIDADES
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,28,UNIDAD TECNICA EJECUTORA DE PROYECTO DE DESARROLLO AGROFORESTAL
220,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",7,DIRECCION GENERAL DE ORDENAMIENTO Y DESARROLLO TERRITORIAL
5152,CONSEJO NACIONAL DE ESTANCIAS INFANTILES,1,CONSEJO NACIONAL DE ESTANCIAS INFANTILES,1,CONSEJO NACIONAL DE ESTANCIAS INFANTILES
5201,INSTITUTO DOMINICANO DE SEGUROS SOCIALES,1,INSTITUTO DOMINICANO DE SEGUROS SOCIALES,1,INSTITUTO DOMINICANO DE SEGUROS SOCIALES
5201,INSTITUTO DOMINICANO DE SEGUROS SOCIALES,1,INSTITUTO DOMINICANO DE SEGUROS SOCIALES,2,Administradora de Estancias Infantiles Salud Segura (AEI-SS)
5207,CONSEJO NACIONAL DE SEGURIDAD SOCIAL,1,CONSEJO NACIONAL DE LA SEGURIDAD SOCIAL -CNSS-,2,DIRECCION DE INFORMACION Y DEFENSA DE LOS AFILIADOS -DIDA-
5207,CONSEJO NACIONAL DE SEGURIDAD SOCIAL,1,CONSEJO NACIONAL DE LA SEGURIDAD SOCIAL -CNSS-,3,TESORERIA DE LA SEGURIDAD SOCIAL
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,13,PROGRAMA DE EDUCACIÓN Y CAPACITACIÓN PROFESIONAL DE LAS FFAA
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,21,SEGURIDAD REGIÓNAL
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,22,COMANDO CONJUNTO NORTE
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,23,COMANDO CONJUNTO ESTE
203,SEC. DE ESTADO DE LAS FF AA,1,SEC. DE ESTADO DE LAS FF AA,24,COMANDO CONJUNTO SUR
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,19,DIRECCION DE FOMENTO Y DESARROLLO DE LA ARTESANIA NACIONAL (FODEARTE)
5126,SUPERINTENDENCIA DE BANCOS,1,SUPERINTENDENCIA DE BANCOS,1,SUPERINTENDENCIA DE BANCOS
5145,SUPERINTENDENCIA DE VALORES,1,SUPERINTENDENCIA DE VALORES,1,SUPERINTENDENCIA DE VALORES
5218,CAJA DE PENSIONES Y JUBILACIONES PARA CHOFERES,1,CAJA DE PENSIONES Y JUBILACIONES PARA CHOFERES,1,CAJA DE PENSIONES Y JUBILACIONES PARA  CHOFERES
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,13,COMITE NACIONAL CONTRA EL LAVADO DE ACTIVOS
201,PRESIDENCIA DE LA REPÚBLICA,1,PRESIDENCIA DE LA REPUBLICA,23,COMISION DE REFORMA DE LA EMPRESA PUBLICA
202,SEC. DE ESTADO DE INT. Y POL.,2,POLICIA NACIONAL,3,"IDIH, CREPOL, MUPOL"
202,SEC. DE ESTADO DE INT. Y POL.,2,POLICIA NACIONAL,6,INSTITUTO DE SEGURIDAD SOCIAL DE LA P. N.
202,SEC. DE ESTADO DE INT. Y POL.,2,POLICIA NACIONAL,10,COMISION PARA LA REFORMA Y MODERNIZACION P.N. (CREPOL)
202,SEC. DE ESTADO DE INT. Y POL.,2,POLICIA NACIONAL,11,MUSEO POLICIA NACIONAL (MUPOL)
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,5,SERVICIOS TECNICOS DE TRANSPORTE TERRESTRE (OTTT)
211,SECRETARIA DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,1,SEC. DE ESTADO DE OBRAS PUBLICAS Y COMUNICACIONES,7,FONDO DE DESARROLLO DE TRANSPORTE TERRESTRE
214,PROCURADURÍA GENERAL DE LA REPUBLICA,1,PROCURADURIA GENERAL DE LA REPUBLICA,2,DIRECCION GENERAL DE PRISIONES (DGP)
